Key;Author;Title;Date;Reference year;Notes;files;No of words;Language;Authorid;Author gender (manual);Author birth;Author death;Size;Time slot;Corpus;First edition;Digital edition;Print edition;Provenance;Titleid;Subgenre;Narrative perspective;Reprint count;Author age (time of writing);Posthumous;Publication statement
POR0022;Pimentel, Alberto;Noites de Cintra;1892;1892;;texts/POR0022_AlbPim_Cintra.xml;32610;Portuguese;https://viaf.org/viaf/64047987;male;1849;1925;short;1880-1899;ELTeC-por;1892;;1908;;;;;low;43;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0023;Herculano, Alexandre;Eurico, o Presbítero;1844;1844;;texts/POR0023_AleHer_Eurico.xml;58989;Portuguese;https://viaf.org/viaf/2464795;male;1810;1877;medium;1840-1859;ELTeC-por;1844;2014;1864;;;;;high;34;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0024;Campos, Alfredo Luís de;A filha do Cabinda;1873;1873;;texts/POR0024_AlfCam_Cabinda.xml;27975;Portuguese;https://viaf.org/viaf/306447935;male;1856;1931;short;1860-1879;ELTeC-por;1873;;;;;;;low;17;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0025;Rodrigues, Manuel Maria;A Rosa do Adro;1870;1870;;texts/POR0025_ManMRod_Rosa.xml;58928;Portuguese;https://viaf.org/viaf/48368103;male;1847;1899;medium;1860-1879;ELTeC-por;1870;;;;;;;high;23;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0026;Teixeira de Queirós, Francisco;O Salústio Nogueira;1883;1883;;texts/POR0026_TeiQue_Salustio.xml;110267;Portuguese;https://viaf.org/viaf/51244569;male;1848;1919;long;1880-1899;ELTeC-por;1883;;1909;;;;;unspecified;35;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0027;Mascarenhas, Miguel J. T.;Um conto portuguez;1873;1873;"author not anonym based upon the tei xml; details of the author added based upon the tei xml";texts/POR0027_MJTM_MariaDaFonte.xml;58921;Portuguese;https://viaf.org/viaf/99421824;male;;;medium;1860-1879;ELTeC-por;1873;;;;;;;low;;;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0028;Lima, Sebastião de Magalhães;A senhora viscondessa;1875;1875;;texts/POR0028_SMagLim_Viscondessa.xml;26539;Portuguese;https://viaf.org/viaf/56893154;male;1850;1928;short;1860-1879;ELTeC-por;1875;;;;;;;low;25;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0029;Macedo, Diogo de;O cristão novo;1876;1876;;texts/POR0029_DiodMac_Cristao.xml;25948;Portuguese;https://viaf.org/viaf/99906308;male;1844;1938;short;1860-1879;ELTeC-por;1876;;;;;;;low;32;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0030;Castilho, António Feliciano de;A chave do enigma;1861;1861;;texts/POR0030_FelCas_Chave.xml;47166;Portuguese;https://viaf.org/viaf/135007;male;1800;1875;short;1860-1879;ELTeC-por;1861;;1903;;;;;low;61;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0031;Brandão, Zeferino Norberto Gonçalves;Pero da Covilhã;1897;1897;;texts/POR0031_ZNGB_Covilha.xml;52400;Portuguese;https://viaf.org/viaf/99344619;male;1842;1910;medium;1880-1899;ELTeC-por;1897;;;;;;;low;55;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0032;Lima, Jaime de Magalhães;Transviado;1899;1899;;texts/POR0032_JayMLim_Transviado.xml;77983;Portuguese;https://viaf.org/viaf/6967932;male;1859;1936;medium;1880-1899;ELTeC-por;1899;;;;;;;low;40;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0033;Albergaria, António da Costa Couto Sá de;Os filhos do padre Anselmo;1904;1904;;texts/POR0033_ACCSA_Anselmo.xml;119384;Portuguese;https://viaf.org/viaf/99372166;male;1850;1921;long;1900-1920;ELTeC-por;1904;;;;;;;low;54;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0034;Melo, Tomás de;O Conde de S. Luís;1874;1874;;texts/POR0034_TomMel_Luiz.xml;54874;Portuguese;https://viaf.org/viaf/99963991;male;1836;1905;medium;1860-1879;ELTeC-por;1874;;1903;;;;;low;38;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0035;Figueiredo, Maurícia C. de;O Exilado;1900;1900;;texts/POR0035_MauFig_Exilado.xml;42234;Portuguese;https://viaf.org/viaf/99374069;female;1866;1923;short;1900-1920;ELTeC-por;1900;;;;;;;low;34;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0036;Vieira, José Augusto;A Divorciada;1881;1881;;texts/POR0036_JosAVie_Divorciada.xml;49574;Portuguese;https://viaf.org/viaf/99891296;male;1856;1890;short;1880-1899;ELTeC-por;1881;;1906;;;;;low;25;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0037;Campos Junior, António;A Ala dos Namorados;1905;1905;;texts/POR0037_AntCamJ_Namorados.xml;235443;Portuguese;https://viaf.org/viaf/51255962;male;1850;1917;long;1900-1920;ELTeC-por;1905;;;;;;;unspecified;55;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0038;Herculano, Alexandre;O Bobo;1843;1843;;texts/POR0038_AleHer_Bobo.xml;61739;Portuguese;https://viaf.org/viaf/2464795;male;1810;1877;medium;1840-1859;ELTeC-por;1843;2017;;;;;;high;33;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0039;Sarmento, Inácio Pizarro de Morais;O Engeitado;1846;1846;;texts/POR0039_InaPiz_Engeitado.xml;41263;Portuguese;https://viaf.org/viaf/87349884;male;1807;1870;short;1840-1859;ELTeC-por;1846;;;;;;;low;39;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0040;Lousada, António José Coelho;Os tripeiros;1857;1857;;texts/POR0040_AJCL_Tripeiros.xml;38682;Portuguese;https://viaf.org/viaf/99088245;male;1828;1859;short;1840-1859;ELTeC-por;1857;;;Luso-livros;;;;low;29;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0041;Grave, João José;A morte vence;1916;1916;;texts/POR0041_JoJoGra_Morte.xml;62972;Portuguese;https://viaf.org/viaf/29789361;male;1872;1934;medium;1900-1920;ELTeC-por;1916;;1922;;;;;low;44;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0042;Braga, Teófilo;Viriato;1904;1904;;texts/POR0042_TeoBra_Viriato.xml;62803;Portuguese;https://viaf.org/viaf/54161310;male;1843;1924;medium;1900-1920;ELTeC-por;1904;2008;;;;;;high;61;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0043;Magalhães, Luís de;O Brasileiro Soares;1886;1886;;texts/POR0043_LuiMag_Soares.xml;40044;Portuguese;https://viaf.org/viaf/14814628;male;1859;1935;short;1880-1899;ELTeC-por;1886;;1981;Biblioteca Nacional de Portugal;;;;high;27;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0044;Carvalho, Maria Amália Vaz de;Alice;1877;1877;;texts/POR0044_MAVC_Alice.xml;14919;Portuguese;https://viaf.org/viaf/43862761;female;1847;1921;short;1860-1879;ELTeC-por;1877;;;;;;;unspecified;30;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0045;Vasconcelos, Antonio Augusto Teixeira de;A ermida de Castromino;1870;1870;;texts/POR0045_AntATVas_Castromino.xml;86063;Portuguese;https://viaf.org/viaf/44308677;male;1816;1878;medium;1860-1879;ELTeC-por;1870;;1875;;;;;low;54;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0046;Amorim, Francisco Gomes de;Os selvagens;1875;1875;;texts/POR0046_FraGAmo_Selvagens.xml;54630;Portuguese;https://viaf.org/viaf/13202408;male;1827;1891;medium;1860-1879;ELTeC-por;1875;;;;;;;unspecified;48;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0047;Leal, José da Silva Mendes;Infaustas Aventuras de Mestre Marçal Estouro;1863;1863;;texts/POR0047_JosSMLea_Estouro.xml;56942;Portuguese;https://viaf.org/viaf/8873105;male;1818;1886;medium;1860-1879;ELTeC-por;1863;;1872;;;;;low;45;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0048;Bulhão Pato, Raimundo António de;A pálida estrela;1864;1864;;texts/POR0048_BulPat_Palida.xml;12499;Portuguese;https://viaf.org/viaf/50072721;male;1828;1912;short;1860-1879;ELTeC-por;1864;;;;;;;unspecified;36;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0049;Barata, António Francisco;O último cartuxo da Scala Caeli de Évora;1891;1891;;texts/POR0049_AntFBar_Cartuxo.xml;72321;Portuguese;https://viaf.org/viaf/376726;male;1836;1910;medium;1880-1899;ELTeC-por;1891;;;;;;;low;55;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0050;Almeida, Carlos Pinto de;A conquista de Lisboa;1866;1866;;texts/POR0050_CarPAlm_Lisboa.xml;79883;Portuguese;;male;1831;1899;medium;1860-1879;ELTeC-por;1866;;;;;;;unspecified;35;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0051;Brandão, Raul;Húmus;1917;1917;;texts/POR0051_RauBra_Humus.xml;65304;Portuguese;https://viaf.org/viaf/17219789;male;1867;1930;medium;1900-1920;ELTeC-por;1917;2013;;;;;;high;50;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0052;Brandão, Raul;A Farsa;1903;1903;;texts/POR0052_RauBra_Farsa.xml;44142;Portuguese;https://viaf.org/viaf/17219789;male;1867;1930;short;1900-1920;ELTeC-por;1903;2017;;;;;;high;36;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0053;Botelho, Abel;O Barão de Lavos;1891;1891;;texts/POR0053_AbeBot_Lavos.xml;105866;Portuguese;https://viaf.org/viaf/37048086;male;1856;1917;long;1880-1899;ELTeC-por;1891;;;;;;;high;35;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0054;Botelho, Abel;Amanhã;1901;1901;;texts/POR0054_AbeBot_Amanha.xml;137746;Portuguese;https://viaf.org/viaf/37048086;male;1856;1917;long;1900-1920;ELTeC-por;1901;;;;;;;high;45;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0055;Pimentel, Alberto;O Annel Mysterioso;1873;1873;;texts/POR0055_AlbPim_Anel.xml;56675;Portuguese;https://viaf.org/viaf/64047987;male;1849;1925;medium;1860-1879;ELTeC-por;1873;;1904;;;;;low;24;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0056;Moderno, Alice;O Dr. Luís Sandoval;1892;1892;;texts/POR0056_AliMod_Sandoval.xml;20951;Portuguese;https://viaf.org/viaf/8943849;female;1867;1946;short;1880-1899;ELTeC-por;1892;;;;;;;low;25;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0057;Mendonça, António Pedro Lopes de;Memórias de um doido;1849;1849;;texts/POR0057_APLopMen_Doido.xml;33556;Portuguese;https://viaf.org/viaf/27059459;male;1826;1865;short;1860-1879;ELTeC-por;1849;;1859;Biblioteca Nacional de Portugal;;;;unspecified;23;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0058;Pimentel, Alberto;A guerrilha de Frei Simão;1895;1895;;texts/POR0058_AlbPim_Guerrilha.xml;71342;Portuguese;https://viaf.org/viaf/64047987;male;1849;1925;medium;1880-1899;ELTeC-por;1895;;;;;;;low;46;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0059;Barata, António Francisco;Um duelo nas sombras;1875;1875;;texts/POR0059_AntFBar_Duelo.xml;50041;Portuguese;https://viaf.org/viaf/376726;male;1836;1910;medium;1860-1879;ELTeC-por;1875;;1903;;;;;low;39;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0060;Almeida, Fialho de;A ruiva;1881;1881;;texts/POR0060_FiaAlm_Ruiva.xml;24804;Portuguese;https://viaf.org/viaf/27059459;male;1857;1911;short;1880-1899;ELTeC-por;1881;;;;;;;unspecified;24;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0061;Souza, Lopo de;Herança de lágrimas;1871;1871;Souza, Lopo de [Ana Plácido] ;texts/POR0061_LopSou_Lagrimas.xml;48924;Portuguese;https://viaf.org/viaf/51767078;female;1831;1895;short;1860-1879;ELTeC-por;1871;;;Biblioteca Nacional de Portugal;;;;low;40;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0062;Castro Osório, Ana de;Diário de uma criança;1908;1908;;texts/POR0062_AnaCO_Diario.xml;18320;Portuguese;https://viaf.org/viaf/68982250;female;1872;1935;short;1900-1920;ELTeC-por;1908;;;;;;;low;36;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0063;Ramalho Ortigão, José Duarte;O Mistério da Estrada de Sintra;1870;1870;;texts/POR0063_RamOrt_Misterio.xml;67358;Portuguese;https://viaf.org/viaf/56623354;male;1836;1915;medium;1860-1879;ELTeC-por;1870;2012;1884;;;;;high;34;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0064;Barata, António Francisco;O Manuelinho de Évora;1873;1873;;texts/POR0064_AntFBar_Manuelinho.xml;47374;Portuguese;https://viaf.org/viaf/376726;male;1836;1910;short;1860-1879;ELTeC-por;1873;;;;;;;low;37;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0065;O'Neil, Maria;A Marquesa de Vale Negro;1914;1914;;texts/POR0065_MarONei_Marquesa.xml;44520;Portuguese;https://viaf.org/viaf/100194833;female;1873;1932;short;1900-1920;ELTeC-por;1914;;;;;;;low;41;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0066;Castro e Almeida, Virgínia de;Inocente;1916;1916;;texts/POR0066_VirCA_Innocente.xml;12243;Portuguese;https://viaf.org/viaf/74000809;female;1874;1945;short;1900-1920;ELTeC-por;1916;2016;;Bibliotrónica Portuguesa;;;;low;42;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0067;Oliveira Martins, Joaquim Pedro de;Febo Moniz;1867;1867;;texts/POR0067_OliMar_Febo.xml;69033;Portuguese;https://viaf.org/viaf/59092504;male;1845;1894;medium;1860-1879;ELTeC-por;1867;;1988;;;;;unspecified;22;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0068;Campos, Claudia de;Ele;1899;1899;;texts/POR0068_ClaCam_Ele.xml;50822;Portuguese;https://viaf.org/viaf/1160148390823010830009;female;1859;1916;medium;1880-1899;ELTeC-por;1899;;;Arquivo Municipal de Sines;;;;low;40;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0069;Sousa, Maria Peregrina de;Henriqueta;1867;1867;;texts/POR0069_MPerSou_Henriqueta.xml;19766;Portuguese;https://viaf.org/viaf/99377085;female;1809;1886;short;1860-1879;ELTeC-por;1867;;;Biblioteca Nacional de Portugal;;;;low;58;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0070;Bettencourt, Matilde Isabel de Santana e Vasconcelos Moniz;O soldado de Aljubarrota;1857;1857;;texts/POR0070_MatBet_Aljubarrota.xml;37359;Portuguese;https://viaf.org/viaf/99468828;female;1805;1888;short;1840-1859;ELTeC-por;1857;2018;;Biblioteca Nacional de Portugal;;;;low;52;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0071;Oliveira Mascarenhas, Joaquim Augusto de;O frade arrábido;1881;1881;;texts/POR0071_OliMas_Arrabido.xml;28354;Portuguese;https://viaf.org/viaf/100130648;male;1847;1918;short;1880-1899;ELTeC-por;1881;;;Biblioteca Nacional de Portugal;;;;low;34;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0072;Lobo de Ávila, Artur;Os Caramurús;1900;1900;;texts/POR0072_LobAvi_Caramurus.xml;67701;Portuguese;;male;1855;1945;medium;1880-1899;ELTeC-por;1900;;;;;;;low;45;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0073;Moreira, João Baptista de Matos;Tempestades do coração;1867;1867;;texts/POR0073_MatMor_Tempestades.xml;73261;Portuguese;https://viaf.org/viaf/100139864;female;1845;1899;medium;1860-1879;ELTeC-por;1867;;;Biblioteca Nacional de Portugal;;;;low;22;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0074;Dias, Carlos Malheiro;Filho das ervas;1900;1900;;texts/POR0074_CarMDia_Ervas.xml;100553;Portuguese;https://viaf.org/viaf/29528314;male;1875;1941;long;1900-1920;ELTeC-por;1900;;;Biblioteca Nacional de Portugal;;;;unspecified;25;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0075;Pinto, Fortunato Correia;O agitador;1906;1906;"author not anonym based upon the tei xml; details of the author added based upon the tei xml";texts/POR0075_ForCPin_Agitador.xml;73750;Portuguese;https://viaf.org/viaf/99791256;male;;;medium;1900-1920;ELTeC-por;1906;;;Biblioteca Nacional de Portugal;;;;low;;;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0076;Benevides, Francisco da Fonseca;No tempo dos francezes;1894;1894;;texts/POR0076_FraFBen_Franceses.xml;57515;Portuguese;https://viaf.org/viaf/99791256;male;1836;1911;medium;1880-1899;ELTeC-por;1894;;1908;;;;;high;58;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0077;Bastos, José Joaquim Rodrigues de;O médico do deserto;1857;1857;;texts/POR0077_JosJRBas_Deserto.xml;46482;Portuguese;https://viaf.org/viaf/89396752;male;1777;1862;short;1840-1859;ELTeC-por;1857;;1864;Wikimedia;;;;low;80;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0078;Noronha, Eduardo de;O agonizar de uma dinastia;1908;1908;;texts/POR0078_EduNor_Agonizar.xml;70630;Portuguese;https://viaf.org/viaf/89396752;male;1859;1948;medium;1900-1920;ELTeC-por;1908;;;;;;;low;49;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0079;Pinto, Júlio Lourenço;Margarida;1879;1879;;texts/POR0079_JulLPin_Margarida.xml;93632;Portuguese;https://viaf.org/viaf/302032361;male;1842;1907;medium;1860-1879;ELTeC-por;1879;;1880;Biblioteca Nacional de Portugal;;;;low;37;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0080;Câmara, João Maria Evangelista Gonçalves Zarco da;O Conde de Castel Melhor;1903;1903;;texts/POR0080_JoaCam_CastelMelhor.xml;196918;Portuguese;https://viaf.org/viaf/12317246;male;1852;1908;long;1900-1920;ELTeC-por;;;1903;;;;;low;51;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0081;Sá, António Manuel da Cunha e;Da parte d'el-rei;1878;1878;;texts/POR0081_AMCunSa_Parte.xml;62450;Portuguese;https://viaf.org/viaf/14405749;male;1854;1909;medium;1860-1879;ELTeC-por;1878;;;;;;;low;24;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0082;Machado, Júlio César;A vida em Lisboa;1858;1858;;texts/POR0082_JulCMac_Lisboa.xml;84276;Portuguese;https://viaf.org/viaf/61792274;male;1835;1890;medium;1840-1859;ELTeC-por;1858;;1901;;;;;unspecified;23;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0083;Pestana, Alice;A vida por um prejuízo;1908;1908;;texts/POR0083_AliPes_Prejuizo.xml;13392;Portuguese;https://viaf.org/viaf/23763399;female;1860;1929;short;1900-1920;ELTeC-por;1908;;;;;;;low;48;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0084;Gomes, Francisco Luís;Os Brâmanes;1866;1866;;texts/POR0084_FraLGom_Bramanes.xml;49006;Portuguese;https://viaf.org/viaf/21089001;male;1829;1869;short;1860-1879;ELTeC-por;1866;;;;;;;low;37;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0085;Sarmento, Augusto;Providência;1863;1863;"author not anonym based upon the tei xml; details of the author added based upon the tei xml";texts/POR0085_AugSar_Providencia.xml;74945;Portuguese;https://viaf.org/viaf/99738093;male;1835;;medium;1860-1879;ELTeC-por;1863;;;;;;;low;;true;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0086;Pinho, Maria Benedicta Mousinho de Albuquerque;Marina;1912;1912;;texts/POR0086_MBenPin_Marina.xml;23596;Portuguese;https://viaf.org/viaf/99357484;female;1865;1939;short;1900-1920;ELTeC-por;1912;;;Biblioteca Nacional de Portugal;;;;low;47;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0087;Mesquita, Marcelino;Os quatro reis impostores;1908;1908;;texts/POR0087_MarMes_Impostores.xml;129113;Portuguese;https://viaf.org/viaf/62652518;male;1856;1919;long;1900-1920;ELTeC-por;1908;;;;;;;low;52;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0088;Varela, A.J. Pereira;Os miseráveis da aristocracia;1864;1864;"author not anonym based upon the tei xml; details of the author added based upon the tei xml";texts/POR0088_PerVar_Miseraveis.xml;134544;Portuguese;https://viaf.org/viaf/63838316;male;;1878;long;1860-1879;ELTeC-por;1864;;;Biblioteca Nacional de Portugal;;;;low;;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0089;Carvalhal, Álvaro do;Os canibais;1868;1868;;texts/POR0089_AlvCar_Canibais.xml;13345;Portuguese;https://viaf.org/viaf/12340043;male;1844;1868;short;1860-1879;ELTeC-por;1868;;;Projecto Adamastor;;;;high;24;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0090;Figueiredo, Cândido de;Lisboa no Ano Três Mil;1892;1892;;texts/POR0090_CanFig_Tres.xml;15474;Portuguese;https://viaf.org/viaf/7482362;male;1846;1925;short;1880-1899;ELTeC-por;1892;;;Projecto Adamastor;;;;unspecified;46;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0091;Gama, Arnaldo;El-rei dinheiro;1876;1876;;texts/POR0091_ArnGam_Dinheiro.xml;88638;Portuguese;https://viaf.org/viaf/34585149;male;1828;1869;medium;1860-1879;ELTeC-por;1876;;;;;;;unspecified;;true;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0092;Loureiro, Urbano;A infâmia de Frei Quintino;1878;1878;;texts/POR0092_UrbLou_Quintino.xml;58655;Portuguese;https://viaf.org/viaf/78355897;male;1845;1880;medium;1860-1879;ELTeC-por;1878;;;Biblioteca Nacional de Portugal;;;;low;33;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0093;Sá, Ana Maria Ribeiro de;Mathilde;1874;1874;"author not anonym based upon the tei xml; details of the author added based upon the tei xml";texts/POR0093_AnMRSa_Mathilde.xml;55384;Portuguese;https://viaf.org/viaf/98850225;female;;;medium;1860-1879;ELTeC-por;1874;;;Biblioteca Nacional de Portugal;;;;low;;;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0094;Pinheiro, Bernardino Pereira;Arzila;1862;1862;;texts/POR0094_BerPPin_Arzilla.xml;43928;Portuguese;https://viaf.org/viaf/98582867;male;1837;1896;short;1860-1879;ELTeC-por;1862;;;;;;;low;25;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0095;Mesquita, Alfredo de;A rua do oiro;1905;1905;;texts/POR0095_AlfMes_Rua.xml;55904;Portuguese;https://viaf.org/viaf/75465963;male;1871;1931;medium;1900-1920;ELTeC-por;1905;;;;;;;low;34;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0096;Coutinho, Manuel da Cruz Pereira;Elvenda, ou Conquista de Coimbra por Fernando Magno;1858;1858;;texts/POR0096_ManCPCou_Elvenda.xml;47077;Portuguese;https://viaf.org/viaf/100053391;male;1808;1880;short;1840-1859;ELTeC-por;1858;;;;;;;low;50;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
POR0097;Lobo, Francisco Barros;O Tio João Gil;1906;1906;"author not anonym based upon the tei xml; details of the author added based upon the tei xml";texts/POR0097_FraBLob_Gil.xml;125845;Portuguese;https://viaf.org/viaf/99349874;male;;;long;1900-1920;ELTeC-por;1906;;;;;;;low;;;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
